DATE and TIME (UTC) 	LAT  	LON  	MAG  	DEPTH	  LOCATION    	  IRIS ID
				km	   (Shows interactive map)  	  (Other info)
1/11/19 23:02	-1.68 	-78.05 	4.6 	146 	ECUADOR	  10994702
1/11/19 23:18	-60.13 	-27.19 	4.5 	10 	SOUTH SANDWICH ISLANDS REGION	  10999601
1/12/19 0:09	-19.01 	169.56 	4.6 	246 	VANUATU ISLANDS	  11002045
1/12/19 0:18	-20.33 	-177.59 	4.2 	476 	FIJI ISLANDS REGION	  11002039
1/12/19 1:10	-8.06 	118.78 	4.6 	10 	"SUMBAWA REGION, INDONESIA"	  11000927
1/12/19 4:32	39.64 	75.70 	5.3 	19 	"SOUTHERN XINJIANG, CHINA"	  10995047
1/12/19 5:01	-26.66 	-176.19 	4.5 	10 	SOUTH OF FIJI ISLANDS	  11002115
1/12/19 6:01	-26.23 	-70.70 	4.2 	64 	NEAR COAST OF NORTHERN CHILE	  11002118
1/12/19 6:03	-26.82 	-175.85 	5.2 	10 	SOUTH OF TONGA ISLANDS	  10995074
1/12/19 6:04	-5.53 	131.39 	4.6 	69 	BANDA SEA	  10995069
1/12/19 6:24	-25.34 	178.41 	4.0 	595 	SOUTH OF FIJI ISLANDS	  11002120
1/12/19 6:30	-26.77 	-175.90 	4.7 	10 	SOUTH OF TONGA ISLANDS	  11002121
1/12/19 6:48	-18.06 	-177.92 	4.9 	583 	FIJI ISLANDS REGION	  10995079
1/12/19 7:27	-26.66 	-175.88 	4.9 	10 	SOUTH OF TONGA ISLANDS	  10995089
1/12/19 8:09	85.85 	24.69 	4.0 	10 	NORTH OF SVALBARD	  11002254
1/12/19 9:56	-26.67 	-176.37 	4.4 	10 	SOUTH OF FIJI ISLANDS	  11004399
1/12/19 9:59	-26.75 	-176.46 	4.2 	10 	SOUTH OF FIJI ISLANDS	  11004403
1/12/19 11:19	53.07 	159.28 	5.0 	76 	NEAR EAST COAST OF KAMCHATKA	  10995117
1/12/19 12:04	-6.84 	104.19 	5.1 	39 	"SUNDA STRAIT, INDONESIA"	  10995122
1/12/19 12:54	-7.61 	127.48 	4.7 	155 	BANDA SEA	  10995130
1/12/19 13:20	18.06 	120.58 	4.7 	49 	"LUZON, PHILIPPINES"	  10995133
1/12/19 13:57	-5.92 	151.72 	4.6 	10 	"NEW BRITAIN REGION, P.N.G."	  11004466
1/12/19 14:13	-8.50 	119.71 	4.6 	91 	"FLORES REGION, INDONESIA"	  10995156
1/12/19 14:45	-56.27 	-26.96 	4.4 	75 	SOUTH SANDWICH ISLANDS REGION	  11004467
1/12/19 16:22	-19.16 	-177.47 	4.7 	572 	FIJI ISLANDS REGION	  10995166
1/12/19 16:56	-4.82 	145.20 	4.5 	130 	"NEAR N COAST OF NEW GUINEA, PNG."	  11004470
1/12/19 17:13	-5.85 	152.22 	5.3 	10 	"NEW BRITAIN REGION, P.N.G."	  10995174
1/12/19 17:14	69.13 	-144.65 	4.2 	13 	NORTHERN ALASKA	  10995175
1/12/19 17:15	-5.75 	152.13 	5.2 	27 	"NEW BRITAIN REGION, P.N.G."	  11001217
1/12/19 18:51	13.34 	-90.63 	4.3 	44 	NEAR COAST OF GUATEMALA	  10995190
1/12/19 19:02	-8.83 	67.90 	4.6 	10 	MID-INDIAN RIDGE	  10995249
1/12/19 19:42	-5.43 	151.36 	4.6 	55 	"NEW BRITAIN REGION, P.N.G."	  11000952
1/12/19 20:16	21.59 	143.07 	4.3 	337 	MARIANA ISLANDS REGION	  11000953
1/12/19 20:18	-6.56 	130.55 	4.4 	113 	BANDA SEA	  10995301
1/12/19 20:40	37.49 	20.40 	4.5 	10 	IONIAN SEA	  10995277
1/12/19 20:54	-7.54 	128.03 	4.2 	161 	BANDA SEA	  11000957
1/12/19 21:48	-7.23 	129.21 	5.0 	117 	BANDA SEA	  10995223
1/13/19 0:29	16.02 	-95.01 	4.1 	42 	"OAXACA, MEXICO"	  11003372
1/13/19 0:34	-27.25 	-177.35 	4.9 	10 	KERMADEC ISLANDS REGION	  10995257
1/13/19 1:16	3.63 	128.64 	5.1 	10 	"NORTH OF HALMAHERA, INDONESIA"	  10995262
1/13/19 1:20	3.67 	128.75 	5.0 	10 	"NORTH OF HALMAHERA, INDONESIA"	  10995263
1/13/19 2:55	3.67 	128.76 	4.6 	10 	"NORTH OF HALMAHERA, INDONESIA"	  10995275
1/13/19 3:36	2.66 	128.41 	4.1 	55 	"HALMAHERA, INDONESIA"	  11001222
1/13/19 4:17	56.22 	162.57 	4.1 	70 	NEAR EAST COAST OF KAMCHATKA	  10995322
1/13/19 5:13	50.46 	148.95 	4.5 	571 	SEA OF OKHOTSK	  10995312
1/13/19 7:33	30.07 	138.81 	4.5 	424 	"SOUTHEAST OF HONSHU, JAPAN"	  10995342
1/13/19 8:27	36.24 	25.32 	4.2 	10 	"DODECANESE ISLANDS, GREECE"	  10995355
1/13/19 9:01	39.64 	75.41 	4.2 	35 	"SOUTHERN XINJIANG, CHINA"	  10995372
1/13/19 9:35	40.37 	-124.99 	4.1 	-0 	NEAR COAST OF NORTHERN CALIF.	  10995361
1/13/19 10:29	-18.16 	-178.17 	4.4 	563 	FIJI ISLANDS REGION	  11002257
1/13/19 10:54	37.32 	141.19 	4.5 	42 	"NEAR EAST COAST OF HONSHU, JAPAN"	  11002261
1/13/19 11:29	2.34 	126.71 	4.3 	62 	NORTHERN MOLUCCA SEA	  11002262
1/13/19 11:30	2.42 	126.95 	4.4 	61 	NORTHERN MOLUCCA SEA	  11002263
1/13/19 11:38	-7.95 	120.50 	4.2 	228 	FLORES SEA	  11002278
1/13/19 12:08	-59.09 	-25.55 	4.6 	76 	SOUTH SANDWICH ISLANDS REGION	  11002280
1/13/19 12:14	37.28 	141.36 	4.8 	10 	"NEAR EAST COAST OF HONSHU, JAPAN"	  10995386
1/13/19 12:27	2.40 	126.87 	4.6 	58 	NORTHERN MOLUCCA SEA	  10995394
1/13/19 12:40	-10.08 	161.39 	5.3 	93 	SOLOMON ISLANDS	  10995392
1/13/19 13:17	-16.40 	-176.58 	4.3 	374 	FIJI ISLANDS REGION	  11001062
1/13/19 13:23	36.78 	71.28 	4.4 	177 	AFGHANISTAN-TAJIKISTAN BORD REG.	  10995408
1/13/19 14:29	3.59 	126.92 	4.3 	19 	"TALAUD ISLANDS, INDONESIA"	  11001066
1/13/19 16:04	-6.15 	151.17 	4.6 	10 	"NEW BRITAIN REGION, P.N.G."	  11001468
1/13/19 16:16	-20.69 	-173.32 	4.5 	10 	TONGA ISLANDS	  11001473
1/13/19 16:45	61.30 	-150.06 	5.0 	45 	SOUTHERN ALASKA	  10995423
1/13/19 16:53	-15.86 	-71.90 	4.3 	118 	SOUTHERN PERU	  10995427
1/13/19 17:57	17.21 	-94.80 	4.4 	55 	"CHIAPAS, MEXICO"	  10995443
1/13/19 18:04	-44.52 	167.83 	4.3 	66 	"SOUTH ISLAND, NEW ZEALAND"	  11004475
1/13/19 18:28	22.83 	121.28 	4.4 	35 	TAIWAN REGION	  11004476
1/13/19 18:38	-5.64 	105.35 	4.5 	10 	"SUNDA STRAIT, INDONESIA"	  11004477
1/13/19 20:06	-12.75 	-14.43 	4.9 	10 	SOUTHERN MID-ATLANTIC RIDGE	  11004510
1/13/19 20:48	51.78 	-177.68 	4.3 	86 	"ANDREANOF ISLANDS, ALEUTIAN IS."	  10995457
1/13/19 21:19	0.63 	126.44 	4.7 	43 	NORTHERN MOLUCCA SEA	  10995466
1/13/19 21:32	-22.70 	-174.25 	5.0 	10 	TONGA ISLANDS REGION	  10995469
1/14/19 0:41	69.62 	-145.03 	4.9 	6 	NORTHERN ALASKA	  10995498
1/14/19 1:27	29.08 	58.25 	4.1 	10 	SOUTHERN IRAN	  11001682
1/14/19 2:23	-12.10 	166.71 	4.9 	73 	SANTA CRUZ ISLANDS	  10995524
1/14/19 2:39	-22.58 	169.96 	4.8 	10 	SOUTHEAST OF LOYALTY ISLANDS	  11001683
1/14/19 3:24	1.60 	126.40 	4.6 	43 	NORTHERN MOLUCCA SEA	  10995527
1/14/19 4:01	3.48 	128.56 	4.5 	35 	"NORTH OF HALMAHERA, INDONESIA"	  11001686
1/14/19 4:23	36.19 	139.87 	5.0 	53 	"EASTERN HONSHU, JAPAN"	  10995532
1/14/19 5:58	55.38 	164.46 	4.6 	10 	KOMANDORSKIYE OSTROVA REGION	  10995558
1/14/19 6:36	23.89 	64.47 	4.7 	10 	OFF COAST OF PAKISTAN	  10995564
1/14/19 8:43	52.65 	-170.30 	4.6 	72 	"FOX ISLANDS, ALEUTIAN ISLANDS"	  10995569
1/14/19 10:54	21.34 	101.74 	4.6 	10 	MYANMAR-CHINA BORDER REGION	  10995606
1/14/19 13:49	40.27 	77.24 	4.6 	32 	KYRGYZSTAN-XINJIANG BORDER REG.	  10995609
1/14/19 14:15	-16.83 	-178.43 	4.3 	572 	FIJI ISLANDS REGION	  11001484
1/14/19 14:23	69.60 	-145.07 	4.1 	16 	NORTHERN ALASKA	  10995612
1/14/19 17:20	0.71 	126.33 	4.3 	35 	NORTHERN MOLUCCA SEA	  11003564
1/14/19 18:17	34.14 	45.63 	4.3 	10 	IRAN-IRAQ BORDER REGION	  10995854
1/14/19 18:19	54.19 	169.11 	4.4 	10 	KOMANDORSKIYE OSTROVA REGION	  10995860
1/14/19 19:53	-19.69 	-177.50 	4.2 	561 	FIJI ISLANDS REGION	  11003598
1/14/19 20:15	39.00 	144.27 	4.1 	10 	"OFF EAST COAST OF HONSHU, JAPAN"	  11003574
1/14/19 21:16	-14.98 	-72.59 	4.0 	122 	CENTRAL PERU	  11002430
1/14/19 21:23	2.41 	126.78 	4.2 	35 	NORTHERN MOLUCCA SEA	  11002432
1/14/19 21:37	51.72 	-176.82 	4.5 	65 	"ANDREANOF ISLANDS, ALEUTIAN IS."	  10995862
1/14/19 22:35	16.28 	-95.13 	4.3 	41 	"OAXACA, MEXICO"	  10995903
1/14/19 22:48	-17.67 	-70.65 	5.2 	96 	NEAR COAST OF PERU	  11002435
1/14/19 22:55	32.97 	87.15 	4.2 	10 	XIZANG	  10995947
1/14/19 23:01	-1.14 	-24.26 	4.4 	10 	CENTRAL MID-ATLANTIC RIDGE	  11001957
1/14/19 23:03	44.41 	12.30 	4.3 	10 	NORTHERN ITALY	  10995884
1/14/19 23:59	1.70 	99.07 	4.9 	15 	"NORTHERN SUMATRA, INDONESIA"	  10995895
1/15/19 0:56	-5.70 	130.24 	4.7 	168 	BANDA SEA	  10995909
1/15/19 1:25	38.95 	20.59 	4.5 	6 	GREECE	  10995981
1/15/19 1:55	14.73 	56.07 	4.6 	10 	OWEN FRACTURE ZONE REGION	  10995979
1/15/19 1:58	-5.98 	146.61 	4.9 	35 	"EASTERN NEW GUINEA REG., P.N.G."	  10995978
1/15/19 3:10	12.53 	-87.61 	4.5 	71 	NEAR COAST OF NICARAGUA	  10995986
1/15/19 3:41	11.29 	-86.62 	5.3 	36 	NEAR COAST OF NICARAGUA	  10995994
1/15/19 4:59	10.48 	-63.08 	4.9 	10 	NEAR COAST OF VENEZUELA	  10996012
1/15/19 5:53	-22.04 	168.98 	4.7 	10 	NEW CALEDONIA	  10996018
1/15/19 6:25	10.54 	-63.10 	4.5 	10 	NEAR COAST OF VENEZUELA	  10996025
1/15/19 11:27	33.71 	141.24 	4.7 	32 	"OFF EAST COAST OF HONSHU, JAPAN"	  10996072
1/15/19 12:48	15.68 	-95.77 	4.3 	25 	"NEAR COAST OF OAXACA, MEXICO"	  10996237
1/15/19 14:50	-22.13 	169.81 	4.7 	9 	SOUTHEAST OF LOYALTY ISLANDS	  11001560
1/15/19 15:40	12.86 	-87.91 	4.2 	87 	NEAR COAST OF NICARAGUA	  11001573
1/15/19 15:52	28.13 	104.96 	4.5 	10 	"SICHUAN, CHINA"	  11001579
1/15/19 16:44	69.49 	-144.19 	4.2 	8 	NORTHERN ALASKA	  10996120
1/15/19 17:04	-3.24 	146.60 	4.8 	10 	BISMARCK SEA	  10996149
1/15/19 17:07	34.05 	45.59 	4.0 	10 	IRAN-IRAQ BORDER REGION	  10996176
1/15/19 17:21	2.37 	126.19 	4.1 	60 	NORTHERN MOLUCCA SEA	  11001501
1/15/19 18:06	-13.33 	166.88 	6.6 	35 	VANUATU ISLANDS	  10996154
1/15/19 18:47	-17.89 	-178.57 	4.5 	589 	FIJI ISLANDS REGION	  11001531
1/15/19 20:03	5.82 	126.90 	5.8 	65 	"MINDANAO, PHILIPPINES"	  10996205
1/15/19 20:20	40.33 	-124.44 	4.08 	8 	NEAR COAST OF NORTHERN CALIF.	  10996207
1/15/19 20:24	-8.94 	-79.05 	5.2 	58 	NEAR COAST OF NORTHERN PERU	  10996213
1/15/19 22:10	29.00 	141.60 	4.5 	49 	"BONIN ISLANDS, JAPAN REGION"	  11001702
1/15/19 23:30	37.23 	-73.01 	4.6 	10 	OFF EAST COAST OF UNITED STATES	  10996263
1/15/19 23:34	43.10 	146.51 	4.2 	42 	KURIL ISLANDS	  11002716
1/15/19 23:40	-7.05 	129.01 	4.9 	47 	BANDA SEA	  10996265
1/15/19 23:46	-36.08 	-98.36 	4.6 	10 	SOUTHEAST OF EASTER ISLAND	  11002727
1/16/19 0:39	19.50 	-68.27 	4.5 	84 	NORTH ATLANTIC OCEAN	  10996278
1/16/19 1:17	-4.03 	129.01 	4.6 	120 	BANDA SEA	  10996284
1/16/19 1:51	-22.06 	169.41 	5.1 	10 	SOUTHEAST OF LOYALTY ISLANDS	  10996292
1/16/19 3:34	37.05 	-97.37 	4.0 	3 	KANSAS	  10996307
1/16/19 4:12	-21.65 	168.96 	5.4 	10 	LOYALTY ISLANDS	  10996308
1/16/19 8:16	-15.14 	-173.32 	5.0 	10 	TONGA ISLANDS	  10996349
1/16/19 8:32	-43.87 	-16.03 	5.1 	10 	SOUTHERN MID-ATLANTIC RIDGE	  10996351
1/16/19 10:49	3.47 	128.65 	5.4 	10 	"NORTH OF HALMAHERA, INDONESIA"	  10996371
1/16/19 10:53	3.56 	128.67 	5.1 	10 	"NORTH OF HALMAHERA, INDONESIA"	  10996375
1/16/19 12:11	44.69 	146.44 	4.3 	172 	KURIL ISLANDS	  10996382
1/16/19 13:16	-3.01 	146.44 	4.3 	10 	BISMARCK SEA	  10997123
1/16/19 15:35	-29.95 	166.34 	4.3 	10 	"NORFOLK ISLAND, AUSTRALIA REGION"	  10996562
1/16/19 15:44	-24.67 	179.96 	4.3 	535 	SOUTH OF FIJI ISLANDS	  11002941
1/16/19 18:29	-3.15 	146.43 	4.5 	10 	BISMARCK SEA	  10996541
1/16/19 19:08	29.86 	-114.09 	4.3 	10 	"BAJA CALIFORNIA, MEXICO"	  10996550
1/16/19 21:28	-7.47 	128.14 	4.1 	150 	BANDA SEA	  11002011
1/16/19 21:39	24.80 	96.33 	4.7 	10 	MYANMAR	  10996559
1/16/19 22:31	-17.08 	35.02 	4.2 	10 	MOZAMBIQUE	  11002042
1/16/19 22:44	72.38 	5.58 	4.6 	10 	NORWEGIAN SEA	  10996565
1/16/19 22:51	-12.79 	45.45 	4.2 	10 	NORTHWEST OF MADAGASCAR	  11002044
1/17/19 0:25	2.16 	126.72 	4.2 	48 	NORTHERN MOLUCCA SEA	  11002213
1/17/19 0:37	-25.08 	179.80 	4.2 	498 	SOUTH OF FIJI ISLANDS	  10997657
1/17/19 2:23	41.94 	142.69 	4.8 	71 	"HOKKAIDO, JAPAN REGION"	  10996595
1/17/19 2:53	7.41 	94.39 	5.4 	99 	"NICOBAR ISLANDS, INDIA REGION"	  10996604
1/17/19 2:54	-14.35 	167.32 	5.2 	198 	VANUATU ISLANDS	  10996605
1/17/19 3:23	50.48 	-130.28 	4.2 	10 	"VANCOUVER ISLAND, CANADA REGION"	  10996624
1/17/19 3:36	36.51 	22.15 	4.5 	23 	SOUTHERN GREECE	  10996613
1/17/19 5:05	-22.05 	-66.20 	4.4 	303 	"JUJUY PROVINCE, ARGENTINA"	  10996639
1/17/19 7:39	-33.33 	-70.23 	4.2 	113 	CHILE-ARGENTINA BORDER REGION	  10996995
1/17/19 7:59	31.15 	130.43 	4.2 	158 	"KYUSHU, JAPAN"	  11004383
1/17/19 8:07	-22.62 	-69.05 	4.2 	115 	NORTHERN CHILE	  10997124
1/17/19 8:40	-2.35 	101.91 	4.3 	152 	"SOUTHERN SUMATRA, INDONESIA"	  11004389
1/17/19 8:46	-0.85 	-22.19 	4.8 	10 	CENTRAL MID-ATLANTIC RIDGE	  11004391
1/17/19 10:51	-4.41 	67.98 	5.1 	10 	CARLSBERG RIDGE	  10996762
1/17/19 12:22	17.97 	123.28 	4.7 	10 	PHILIPPINE ISLANDS REGION	  10996787
1/17/19 12:56	29.64 	-114.04 	5.3 	10 	"BAJA CALIFORNIA, MEXICO"	  10996778
1/17/19 13:32	41.77 	81.61 	4.7 	10 	"SOUTHERN XINJIANG, CHINA"	  10996792
1/17/19 14:01	-18.23 	-178.39 	4.5 	611 	FIJI ISLANDS REGION	  10996785
1/17/19 15:06	-3.25 	146.36 	6.2 	10 	BISMARCK SEA	  10996799
1/17/19 15:08	45.77 	153.57 	4.6 	10 	EAST OF KURIL ISLANDS	  10996804
1/17/19 15:09	-3.10 	146.59 	5.0 	10 	BISMARCK SEA	  11001930
1/17/19 15:14	-3.15 	146.36 	5.1 	10 	BISMARCK SEA	  10996802
1/17/19 15:14	4.04 	126.05 	4.9 	134 	"TALAUD ISLANDS, INDONESIA"	  10996807
1/17/19 15:17	-3.06 	146.25 	4.4 	10 	BISMARCK SEA	  11001925
1/17/19 15:23	-3.37 	146.59 	4.8 	10 	BISMARCK SEA	  10996808
1/17/19 15:29	-3.10 	146.43 	4.9 	10 	BISMARCK SEA	  10996806
1/17/19 15:33	-3.26 	146.56 	4.6 	10 	BISMARCK SEA	  10996810
1/17/19 15:48	-3.06 	146.44 	5.1 	10 	BISMARCK SEA	  10996811
1/17/19 15:52	-3.15 	146.59 	4.5 	10 	BISMARCK SEA	  11002179
